director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title
Kenneth Branagh,Action Drama Thriller,Colm Feore,Nonso Anozie,Gemma Chan,jack ryan: shadow recruit
David O. Russell,Biography Comedy Drama,Jennifer Lawrence,Robert De Niro,Bradley Cooper,joy
Babak Najafi,Action Crime Drama Thriller,Gerard Butler,Radha Mitchell,Julian Kostov,london has fallen
Jean-Pierre Jeunet,Action Horror Sci-Fi,Gary Dourdan,Michael Wincott,Raymond Cruz,alien: resurrection
Antoine Fuqua,Action Crime Drama Mystery Thriller,Tate Donovan,Ned Beatty,Louis Ferreira,shooter
Graham Annable,Adventure Animation Comedy Family Fantasy,Isaac Hempstead Wright,Dee Bradley Baker,Tracy Morgan,the boxtrolls
Griffin Dunne,Comedy Drama Fantasy Romance,Goran Visnjic,Dianne Wiest,Stockard Channing,practical magic
Phil Lord,Action Adventure Animation Comedy Family Fantasy,Morgan Freeman,Will Ferrell,Alison Brie,the lego movie
John Pasquin,Action Comedy Crime,Eileen Brennan,Diedrich Bader,Treat Williams,miss congeniality 2: armed and fabulous
Rob Bowman,Action Adventure Fantasy Sci-Fi Thriller,Christian Bale,Gerard Butler,Matthew McConaughey,reign of fire
Ruben Fleischer,Action Crime Drama Thriller,Ryan Gosling,Brandon Molale,Wade Williams,gangster squad
Harold Ramis,Adventure Comedy,Olivia Wilde,Oliver Platt,Xander Berkeley,year one
Clint Eastwood,Biography Drama History Sport,Matt Damon,Morgan Freeman,Leleti Khumalo,invictus
Kevin Macdonald,Crime Drama Mystery Thriller,Robin Wright,Harry Lennix,Michael Weston,state of play
Tony Gilroy,Comedy Crime Romance Thriller,Julia Roberts,Tom Wilkinson,Denis O'Hare,duplicity
Donald Petrie,Comedy Family Sci-Fi,Steven Anthony Lawrence,Ray Walston,Michael Lerner,my favorite martian
Clark Johnson,Action Crime Thriller,Blair Brown,David Rasche,Martin Donovan,the sentinel
Jorge Blanco,Adventure Animation Comedy Family Sci-Fi,Dwayne Johnson,Gary Oldman,James Corden,planet 51
Stuart Baird,Action Adventure Sci-Fi Thriller,Tom Hardy,LeVar Burton,Jonathan Frakes,star trek: nemesis
Joel Coen,Comedy Crime Romance,Cedric the Entertainer,Paul Adelstein,Julia Duffy,intolerable cruelty
Robert Lorenz,Drama Sport,Clint Eastwood,Ed Lauter,Bob Gunton,trouble with the curve
Martin Campbell,Crime Drama Mystery Thriller,Bojana Novakovic,Ray Winstone,Denis O'Hare,edge of darkness
Peter Hyams,Horror Mystery Sci-Fi Thriller,John Kapelos,Penelope Ann Miller,Chi Muoi Lo,the relic
Harold Ramis,Comedy Crime,Robert De Niro,Cathy Moriarty,Joe Viterelli,analyze that
Jon Avnet,Action Crime Drama Mystery Thriller,Robert De Niro,Al Pacino,50 Cent,righteous kill
Harold Becker,Action Crime Drama Thriller,Bruce Willis,Miko Hughes,Carrie Preston,mercury rising
Joe Wright,Biography Drama Music,Robert Downey Jr.,Stephen Root,Rachael Harris,the soloist
Robert Redford,Drama Fantasy Sport,Matt Damon,Will Smith,Charlize Theron,the legend of bagger vance
Cameron Crowe,Adventure Comedy Drama Music,Philip Seymour Hoffman,Zooey Deschanel,Michael Angarano,almost famous
Tim Hill,Animation Comedy Family Fantasy,Bill Murray,Roger Rees,Ben Falcone,garfield 2
Lee Tamahori,Action Adventure Crime Thriller,Sunny Mabrey,Nona Gaye,Xzibit,xxx: state of the union
Scott Stewart,Action Fantasy Horror Sci-Fi Thriller,Josh Wingate,Alan Dale,Jacob Hopkins,priest
Patrick Gilmore,Adventure Animation Comedy Drama Family Fantasy Romance,Brad Pitt,Adriano Giannini,Timothy West,sinbad: legend of the seven seas
Paul W.S. Anderson,Horror Sci-Fi Thriller,Sean Pertwee,Joely Richardson,Kathleen Quinlan,event horizon
Joss Whedon,Action Adventure Sci-Fi,Chris Hemsworth,Robert Downey Jr.,Scarlett Johansson,the avengers
Tom Shadyac,Drama Fantasy Mystery Romance Thriller,Joe Morton,Susanna Thompson,Matt Craven,dragonfly
Brian De Palma,Crime Drama Mystery Thriller,Scarlett Johansson,Mia Kirshner,Mike Starr,the black dahlia
Tony Bill,Action Adventure Drama History Romance War,James Franco,Tyler Labine,Philip Winchester,flyboys
Rod Lurie,Action Drama Thriller,Clifton Collins Jr.,Delroy Lindo,Michael Irby,the last castle
Walter Hill,Horror Sci-Fi Thriller,Robert Forster,Wilson Cruz,Vanessa Marshall,supernova
Akiva Goldsman,Drama Fantasy Mystery Romance,Matt Bomer,William Hurt,Kevin Corrigan,winter's tale
Harald Zwart,Fantasy Horror Mystery Romance,Aidan Turner,Kevin Zegers,CCH Pounder,the mortal instruments: city of bones
Brian Robbins,Adventure Comedy Family Romance Sci-Fi,Marc Blucas,Mike O'Malley,Shawn Christian,meet dave
Walter Salles,Drama Horror Thriller,Dougray Scott,Camryn Manheim,Ariel Gade,dark water
Ron Howard,Comedy Drama,Matthew McConaughey,Adam Goldberg,Clint Howard,edtv
Iain Softley,Adventure Family Fantasy,Brendan Fraser,Stephen Graham,Jamie Foreman,inkheart
Frank Miller,Action Crime Fantasy Thriller,Scarlett Johansson,Jaime King,Louis Lombardi,the spirit
David Koepp,Action Comedy Mystery Romance,Johnny Depp,Olivia Munn,Ulrich Thomsen,mortdecai
Uwe Boll,Action Adventure Fantasy Thriller,Jason Statham,Mike Dopud,Tania Saulnier,in the name of the king: a dungeon siege tale
Martin Campbell,Adventure Drama Romance War,Angelina Jolie Pitt,Teri Polo,Noah Emmerich,beyond borders
Pou-Soi Cheang,Action Adventure Fantasy,Li Gong,Aaron Kwok,Eddie Peng,xi you ji zhi: sun wukong san da baigu jing
John Dahl,Action Drama War,James Franco,Clayne Crawford,Paolo Montalban,the great raid
Tim Miller,Action Adventure Comedy Romance Sci-Fi,Ryan Reynolds,Ed Skrein,Stefan Kapicic,deadpool
Stephen Herek,Comedy Drama,Kelly Preston,Morgan Fairchild,Eric McCormack,holy man
Clint Eastwood,Action Biography Drama History Thriller War,Bradley Cooper,Leonard Roberts,Keir O'Donnell,american sniper
Rob Letterman,Adventure Comedy Family Fantasy Horror,Odeya Rush,Dylan Minnette,Ken Marino,goosebumps
unknown,Comedy Family Fantasy,Nate Richert,Soleil Moon Frye,Caroline Rhea,"sabrina, the teenage witch            "
Mark Waters,Comedy Fantasy Romance,Jon Heder,Ivana Milicevic,Willie Garson,just like heaven
Brian Levant,Comedy Family Romance Sci-Fi,Taylor Negron,Mark Addy,Danny Woodburn,the flintstones in viva rock vegas
Peter MacDonald,Action Adventure Thriller War,Sylvester Stallone,Kurtwood Smith,Richard Crenna,rambo iii
George Clooney,Comedy Drama Romance Sport,Robert Baker,Malcolm Goodwin,Matt Bushell,leatherheads
Frank Coraci,Comedy Western,Taylor Lautner,Adam Sandler,Jon Lovitz,the ridiculous 6
Marc Lawrence,Comedy Drama Romance,Michael Kelly,Kim Shaw,Kevin Brown,did you hear about the morgans?
Shawn Levy,Comedy,Josh Gad,Jessica Szohr,Rob Riggle,the internship
Paul W.S. Anderson,Action Adventure Horror Sci-Fi,Milla Jovovich,Boris Kodjoe,Shawn Roberts,resident evil: afterlife
Anthony Hemingway,Action Adventure Drama History War,David Oyelowo,Nate Parker,Tristan Mack Wilds,red tails
unknown,Comedy Romance,Chris Noth,Kristin Davis,Cynthia Nixon,sex and the city            
Taylor Hackford,Drama Mystery Thriller,Keanu Reeves,Al Pacino,Charlize Theron,the devil's advocate
Sean Anders,Comedy,Adam Sandler,Leighton Meester,Will Forte,that's my boy
Rob Cohen,Action Adventure Fantasy,Dennis Quaid,Brian Thompson,Terry O'Neill,dragonheart
Brett Ratner,Action Comedy Crime Drama,Salma Hayek,Don Cheadle,Chris Penn,after the sunset
Mark Neveldine,Action Fantasy Thriller,Nicolas Cage,Spencer Wilding,Christopher Lambert,ghost rider: spirit of vengeance
John Madden,Drama Music Romance War,Christian Bale,Irene Papas,Mihalis Giannatos,captain corelli's mandolin
unknown,Comedy Romance,Barry Corbin,Noureen DeWulf,Brian Austin Green,anger management            
Adam Shankman,Action Comedy Drama Family Thriller,Vin Diesel,Brad Garrett,Tate Donovan,the pacifier
Kevin Bray,Action Crime,Dwayne Johnson,Ashley Scott,Michael Bowen,walking tall
Robert Zemeckis,Comedy Drama,Tom Hanks,Siobhan Fallon Hogan,Sam Anderson,forrest gump
Tim Hill,Animation Comedy Family Fantasy Music,Jesse McCartney,Beth Riesgraf,Matthew Gray Gubler,alvin and the chipmunks
Jay Roach,Comedy,Robert De Niro,Blythe Danner,Teri Polo,meet the parents
Mike Gabriel,Adventure Animation Drama Family History Musical Romance,Christian Bale,Frank Welker,Irene Bedard,pocahontas
Richard Donner,Action Adventure Drama Romance Sci-Fi,Marlon Brando,Margot Kidder,Ned Beatty,superman
Tom Shadyac,Comedy Romance Sci-Fi,Jada Pinkett Smith,James Coburn,Dave Chappelle,the nutty professor
Andy Tennant,Comedy Romance,Will Smith,Michael Rapaport,Kevin Sussman,hitch
Sam Weisman,Action Adventure Comedy Family Romance,Brendan Fraser,Abraham Benrubi,Holland Taylor,george of the jungle
Jesse Dylan,Comedy Romance,Alyson Hannigan,Thomas Ian Nicholas,Fred Willard,american wedding
Paul Greengrass,Biography Drama Thriller,Tom Hanks,Chris Mulkey,Michael Chernus,captain phillips
Shawn Levy,Comedy Crime Romance Thriller,Mila Kunis,James Franco,Steve Carell,date night
Brad Silberling,Comedy Family Fantasy,Eric Idle,Fred Rogers,Cathy Moriarty,casper
Antoine Fuqua,Action Crime Thriller,Denzel Washington,Chloë Grace Moretz,James Wilcox,the equalizer
Wayne Wang,Comedy Drama Romance,Bob Hoskins,Frances Conroy,Natasha Richardson,maid in manhattan
Tony Scott,Action Drama Thriller War,Denzel Washington,Viggo Mortensen,Ricky Schroder,crimson tide
Gabriele Muccino,Biography Drama,Will Smith,Kurt Fuller,James Karen,the pursuit of happyness
Robert Schwentke,Drama Mystery Thriller,Erika Christensen,Michael Irby,Haley Ramm,flightplan
Barry Levinson,Drama Thriller,Demi Moore,Dylan Baker,Roma Maffia,disclosure
Brad Silberling,Drama Fantasy Romance,Nicolas Cage,Andre Braugher,Colm Feore,city of angels
Quentin Tarantino,Action,David Carradine,Vivica A. Fox,Chiaki Kuriyama,kill bill: vol. 1
Frank Oz,Comedy,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,bowfinger
unknown,Action Adventure Drama Sci-Fi,Christopher Judge,Don S. Davis,Gary Jones,stargate sg-1            
Quentin Tarantino,Action Crime Drama Thriller,Vivica A. Fox,Michael Parks,Michael Bowen,kill bill: vol. 2
Andrey Konchalovskiy,Action Comedy Crime Thriller,Sylvester Stallone,Jack Palance,Brion James,tango & cash
Robert Zemeckis,Comedy Fantasy Horror,Bruce Willis,Meryl Streep,Isabella Rossellini,death becomes her
Tom Dey,Action Adventure Comedy Western,Xander Berkeley,Jason Connery,Kate Luyben,shanghai noon
Stuart Baird,Action Adventure Thriller,Oliver Platt,Joe Morton,J.T. Walsh,executive decision
Mark Waters,Comedy Family Fantasy,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,mr. popper's penguins
Rob Minkoff,Action Adventure Fantasy,Jet Li,Thomas McDonell,Michael Angarano,the forbidden kingdom
Jimmy Hayward,Adventure Animation Comedy Family,Amy Poehler,Carlos Ponce,Dan Fogler,free birds
David Fincher,Action Horror Sci-Fi,Charles S. Dutton,Holt McCallany,Paul McGann,alien 3
Alan Parker,Biography Drama History Musical,Andrea Corr,Jimmy Nail,Peter Polycarpou,evita
John Frankenheimer,Action Adventure Crime Thriller,Robert De Niro,Natascha McElhone,Michael Lonsdale,ronin
Stephen Hopkins,Adventure Drama Horror Thriller,Tom Wilkinson,Bernard Hill,Om Puri,the ghost and the darkness
Paul King,Animation Comedy Family Fantasy,Julie Walters,Matt Lucas,Sally Hawkins,paddington
Akiva Schaffer,Action Comedy Sci-Fi,Will Forte,Nicholas Braun,Rosemarie DeWitt,the watch
William Friedkin,Action Crime Drama Thriller,Connie Nielsen,Jenna Boyd,Rex Linn,the hunted
Jon Turteltaub,Drama Thriller,Anthony Hopkins,Maura Tierney,John Ashton,instinct
Bobby Farrelly,Comedy,Matt Damon,Terence Bernie Hines,Seymour Cassel,stuck on you
Kent Alterman,Comedy Sport,Will Ferrell,Maura Tierney,Matt Walsh,semi-pro
Peter Lord,Adventure Animation Comedy Family,Salma Hayek,Russell Tovey,Brian Blessed,the pirates! band of misfits
Clint Eastwood,Crime Drama Mystery Thriller,Angelina Jolie Pitt,Michael Kelly,Colm Feore,changeling
Andrew Davis,Action Drama Sci-Fi Thriller,Keanu Reeves,Morgan Freeman,Kevin Dunn,chain reaction
Tony Scott,Action Drama Sport Thriller,Robert De Niro,Kurt Fuller,Ellen Barkin,the fan
Joel Schumacher,Drama Musical Romance Thriller,Gerard Butler,Minnie Driver,Miranda Richardson,the phantom of the opera
Shekhar Kapur,Biography Drama History War,Eddie Redmayne,Abbie Cornish,Jordi Mollà,elizabeth: the golden age
Karyn Kusama,Action Sci-Fi,Charlize Theron,Sophie Okonedo,Paterson Joseph,æon flux
Ron Maxwell,Drama History War,Billy Campbell,Bruce Boxleitner,John Castle,gods and generals
Robert Butler,Action Thriller,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,turbulence
Karey Kirkpatrick,Comedy Drama Family Fantasy,Stephen Root,Ronny Cox,Richard Schiff,imagine that
James Bobin,Adventure Comedy Crime Family Musical,Ty Burrell,Tina Fey,Hugh Bonneville,muppets most wanted
Jonathan Frakes,Action Adventure Comedy Family Sci-Fi,Sophia Myles,Philip Winchester,Brady Corbet,thunderbirds
Steve Antin,Drama Music Musical Romance,Eric Dane,Peter Gallagher,David Walton,burlesque
Jean-Pierre Jeunet,Drama Mystery Romance War,Denis Lavant,André Dussollier,Albert Dupontel,a very long engagement
Stanley Kubrick,Crime Drama Romance,James Mason,Shelley Winters,Lois Maxwell,lolita
Jim Gillespie,Crime Horror Mystery Thriller,Sylvester Stallone,Tom Berenger,Charles S. Dutton,eye see you
Guillermo del Toro,Action Horror Sci-Fi Thriller,Norman Reedus,Thomas Kretschmann,Tony Curran,blade ii
Gabriele Muccino,Drama Romance,Will Smith,Rosario Dawson,Madison Pettis,seven pounds
Walter Hill,Action Thriller,Sylvester Stallone,Jason Momoa,Jon Seda,bullet to the head
Francis Ford Coppola,Crime Drama,Al Pacino,Joe Mantegna,Bridget Fonda,the godfather: part iii
Cameron Crowe,Comedy Drama Romance,Orlando Bloom,Kirsten Dunst,Judy Greer,elizabethtown
Anthony Russo,Comedy Romance,Todd Stashwick,Billy Gardell,Amanda Detmer,"you, me and dupree"
Richard Lester,Action Adventure Romance Sci-Fi,Margot Kidder,Ned Beatty,Jackie Cooper,superman ii
Martin Brest,Comedy Crime Romance,Todd Giebenhain,Lenny Venito,David Backus,gigli
Steven Zaillian,Drama Thriller,Kate Winslet,Anthony Hopkins,Kevin Dunn,all the king's men
John Singleton,Action Crime Thriller,Christian Bale,Vanessa Williams,Daniel von Bargen,shaft
Don Bluth,Adventure Animation Drama Family Fantasy Musical Mystery Romance,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,anastasia
Baz Luhrmann,Drama Musical Romance,Jim Broadbent,Kylie Minogue,Richard Roxburgh,moulin rouge!
Harold Becker,Crime Mystery Thriller,Steve Buscemi,Teri Polo,Matt O'Leary,domestic disturbance
Scott Cooper,Biography Crime Drama,Johnny Depp,Benedict Cumberbatch,Adam Scott,black mass
Clint Eastwood,Drama History War,Paul Walker,Chris Bauer,Tom McCarthy,flags of our fathers
F. Gary Gray,Crime Drama Thriller,Gerard Butler,Leslie Bibb,Michael Kelly,law abiding citizen
Robert Rodriguez,Action Horror Thriller,Quentin Tarantino,Rosario Dawson,Zoë Bell,grindhouse
Jonathan Demme,Drama History Horror,Oprah Winfrey,Kimberly Elise,Hill Harper,beloved
Curtis Hanson,Drama Romance Sport,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,lucky you
Steven Spielberg,Biography Crime Drama,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,catch me if you can
Kathryn Bigelow,Drama History Thriller,Jennifer Ehle,Harold Perrineau,Parker Sawyers,zero dark thirty
Peyton Reed,Comedy Drama Romance,Jon Favreau,John Michael Higgins,Ann-Margret,the break-up
Phyllida Lloyd,Comedy Family Musical Romance,Colin Firth,Meryl Streep,Julie Walters,mamma mia!
Garry Marshall,Comedy Romance,Bradley Cooper,Taylor Lautner,Anne Hathaway,valentine's day
Jay Chandrasekhar,Action Adventure Comedy,Alice Greczyn,Jessica Simpson,Michael Weston,the dukes of hazzard
Terrence Malick,Drama War,Nick Stahl,Miranda Otto,Dash Mihok,the thin red line
David Dobkin,Comedy Fantasy,Ryan Reynolds,Olivia Wilde,Mircea Monroe,the change-up
Milos Forman,Biography Comedy Drama,Matt Price,Gerry Becker,Tom Dreesen,man on the moon
Martin Scorsese,Biography Crime Drama,Robert De Niro,Don Rickles,Kevin Pollak,casino
Pierre Morel,Action Thriller,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,from paris with love
Paul Hunter,Action Comedy Fantasy,Jaime King,Mako,Victoria Smurfit,bulletproof monk
Bobby Farrelly,Comedy,Robert Forster,Tony Cox,Rob Moran,"me, myself & irene"
Steve Oedekerk,Animation Comedy Family,Rob Paulsen,Wanda Sykes,Maurice LaMarche,barnyard
John Whitesell,Comedy Family,Matthew Broderick,Jorge Garcia,Alia Shawkat,deck the halls
Chris Weitz,Adventure Drama Fantasy Romance,Robert Pattinson,Kristen Stewart,Taylor Lautner,the twilight saga: new moon
Andrew Adamson,Adventure Animation Comedy Family Fantasy,Kathleen Freeman,Chris Miller,Bobby Block,shrek
George Nolfi,Romance Sci-Fi Thriller,Matt Damon,Michael Kelly,Jon Stewart,the adjustment bureau
Kevin Reynolds,Action Adventure Drama Romance,Alan Rickman,Morgan Freeman,Michael Wincott,robin hood: prince of thieves
Cameron Crowe,Comedy Drama Romance Sport,Tom Cruise,Kelly Preston,Bonnie Hunt,jerry maguire
Seth MacFarlane,Comedy Fantasy,Mila Kunis,Seth MacFarlane,Tom Skerritt,ted
James L. Brooks,Comedy Drama Romance,Lupe Ontiveros,Yeardley Smith,Shirley Knight,as good as it gets
Tom Shadyac,Biography Comedy Drama Romance,Robin Williams,Philip Seymour Hoffman,Monica Potter,patch adams
Adam McKay,Comedy,Harrison Ford,Will Ferrell,Steve Carell,anchorman 2: the legend continues
Steven Brill,Comedy Romance,Steve Buscemi,Adam Sandler,Peter Gallagher,mr. deeds
J.J. Abrams,Mystery Sci-Fi Thriller,Joel Courtney,AJ Michalka,Zach Mills,super 8
Steven Soderbergh,Biography Drama,Julia Roberts,Albert Finney,Conchata Ferrell,erin brockovich
Donald Petrie,Comedy Romance,Matthew McConaughey,Adam Goldberg,Thomas Lennon,how to lose a guy in 10 days
Phil Lord,Action Comedy Crime,Channing Tatum,Craig Roberts,Amber Stevens West,22 jump street
Neil Jordan,Drama Fantasy Horror,Brad Pitt,Tom Cruise,Kirsten Dunst,interview with the vampire: the vampire chronicles
Peyton Reed,Comedy Romance,Bradley Cooper,Zooey Deschanel,Danny Masterson,yes man
Rawson Marshall Thurber,Action Comedy Crime,Dwayne Johnson,Thomas Kretschmann,Megan Park,central intelligence
Chris Columbus,Comedy Drama,Julia Roberts,Liam Aiken,Herbert Russell,stepmom
Sean Anders,Comedy Family,Will Ferrell,Linda Cardellini,Mark L. Young,daddy's home
Rob Marshall,Adventure Comedy Drama Fantasy Musical,Johnny Depp,Meryl Streep,Anna Kendrick,into the woods
Spike Lee,Crime Drama Mystery Thriller,Denzel Washington,James Ransone,Peter Gerety,inside man
Brian Helgeland,Action Crime Drama Thriller,Bill Duke,Deborah Kara Unger,William Devane,payback
Frank Marshall,Action Adventure Mystery Sci-Fi,Dylan Walsh,Joe Don Baker,Grant Heslov,congo
Cameron Crowe,Comedy Drama Family,Scarlett Johansson,Matt Damon,Stephanie Szostak,we bought a zoo
Alex Proyas,Drama Mystery Sci-Fi Thriller,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,knowing
Tom Dey,Comedy Romance,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,failure to launch
Hideo Nakata,Horror Mystery,Naomi Watts,Gary Cole,Sissy Spacek,the ring two
Glenn Ficarra,Comedy Drama Romance,Ryan Gosling,Emma Stone,Steve Carell,"crazy, stupid, love."
Peter Hewitt,Animation Comedy Family Fantasy,Bill Murray,Mark Christopher Lawrence,Michael Monks,garfield
Joe Roth,Comedy Family,Jamie Lee Curtis,Cheech Marin,Jake Busey,christmas with the kranks
Bennett Miller,Biography Drama Sport,Philip Seymour Hoffman,Robin Wright,Brad Pitt,moneyball
Wolfgang Petersen,Action Drama Thriller,Kevin Spacey,Morgan Freeman,Rene Russo,outbreak
Jaume Collet-Serra,Action Mystery Thriller,Liam Neeson,Nate Parker,Scoot McNairy,non-stop
Andy Fickman,Action Adventure Family Fantasy Sci-Fi Thriller,Dwayne Johnson,Billy Brown,Tom Everett Scott,race to witch mountain
James McTeigue,Action Drama Thriller,Natalie Portman,Eddie Marsan,Rupert Graves,v for vendetta
David Dobkin,Action Adventure Comedy,Fann Wong,Anna-Louise Plowman,Georgina Chapman,shanghai knights
